Region|Country|IncomeGroup|IDA Status|Financial closure year|Financial closure Month|Project name|RelatedNames|Type of PPI|Subtype of PPI|Project status|Primary sector|Secondary sector|Subsector|Segment|Location|ContractPeriod|TerminationYear|PubliclyTraded|StockExchange|MultipleSystems|NumberOfSystems|CaptiveFacility|SharePercent|GovtGrantingContract|TypeOfGovtSupport|InvestmentYear|PercentPrivate|GovtPaymentCommitments|PhysicalAssets|TotalInvestment|CPI Adjusted Investment|GovCashAssist|dateStatusUpdated|CapacityType|Capacity|CapacityYear|Technology|ContractHistory|RelatedProjects|BidCriteria|AwardMethod|NumberOfBids|NumberRenewalBids|Sponsors|MultiLateralSupport|Revenue Source|RenewalBidCriteria|RenewalAwardMethod|DevelopmentStage|CommissioningDate|ProjectGrid|CarbonCredits|FundingYear|PrivateFunding|PublicFunding|GovtFunding|BankLocalFunding|DonorFunding|DebtEquityGrantRatio
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|1997|June|Patuha Power Ltd.|Patuha Geothermal Power Plant|Greenfield project|Build, operate, and transfer|Canceled|Energy|N/A|Electricity|Electricity generation|Patuha, West Java|30|1998|No|N/A|No||No||..||1997|100|0|650|650|930.1||8/1/01|MW|400|1997|Geothermal|||Not Applicable||Not Applicable|Not Applicable|CalEnergy (88% / United States)|||Not Applicable|Not Applicable|Financial Closure||||||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|1998|December|Wayang Windu Power Project||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Wayang Windu, West Java|30||No|N/A|No||No||..|Payment Guarantee|1998|100|0|330|330|465.0||12/1/04|MW|110|1998|Geothermal|||Not Applicable||Not Applicable|Not Applicable|Star Energy (.. / Indonesia)|||Not Applicable|Not Applicable|Financial Closure|2004||No|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|1998|December|Wayang Windu Power Project||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Wayang Windu, West Java|30||No|N/A|No||No||..|Payment Guarantee|2007|100|0|305|305|337.8||12/1/04|MW|220|2007|Geothermal|||Not Applicable||Not Applicable|Not Applicable|Star Energy (.. / Indonesia)|||Not Applicable|Not Applicable|Financial Closure|2004||No|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|1998|December|Wayang Windu Power Project||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Wayang Windu, West Java|30||No|N/A|No||No||..|Payment Guarantee|2008|100|Not Available|450|450|480.0|Not Available|12/1/04|MW|500|2008|Geothermal|||Not Applicable||Not Applicable|Not Applicable|Star Energy (.. / Indonesia)|||Not Applicable|Not Applicable|Financial Closure|2004||No|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2004|April|Bedugul Geothermal Power Plant||Management and lease contract|Lease contract|Construction|Energy|N/A|Electricity|Electricity generation|Bedugul, Bali|30|2036|No|N/A|No|1|No||Local||2004||0|0|0|0.0|||MW|10|2004|Geothermal|||Not Applicable||Not Applicable|Not Applicable|Bali Energy Limited (.. / Indonesia)|||Not Applicable|Not Applicable|Financial Closure||||||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2006|August|Asahan-I Hydropower plant||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Porsea in Toba Samosir , Sumatra|30|2042|No|N/A|No|1|No||Federal||2006|100|0|270|270|307.6||1/1/11|MW|180|2006|Hydro, Large (>50MW)|||Not Available|Unsolicited proposals|Not Applicable|Not Applicable|PT Bajra Daya Sentranusa (.. / Indonesia), China Huadian Corporation (.. / China)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2011||No|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2006|July|Sibayak Geothermal Power Plant||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Desa Semangat Gunung, Karo, North Sumatera|||No|N/A|No|1|No||Federal||2006|100|0|14.6|14.6|16.6|||MW|10|2006|Geothermal|||Not Available|Direct negotiation|Not Applicable|Not Applicable|PT Dazamatra Powerindo (100% / Indonesia)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure||||||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2008|May|PLTA Poso|PLTA Poso II, Sulewana Hydropower Project|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Sulewana, Poso, Central Sulawesi province|30|2040|No|N/A|No||No||Federal||2008|100|Not Available|134|134|142.9|Not Available|12/1/12|MW|195|2008|Hydro, Large (>50MW)|||Not Available|Unsolicited proposals|Not Applicable|Not Applicable|Bukaka Group (.. / Indonesia), Hadji Kalla Group (.. / Indonesia)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|||No|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2011|March|Atadei Geothermal Power Plant||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|East Nusa Tengara|Not Available|Not Available|No|N/A|Yes|2|No||Federal|Payment Guarantee|2011|100|Not Available|35|35|35.7|Not Available||MW|5|2011|Geothermal|||Not Applicable||Not Applicable|Not Applicable|PT Westindo Utama Karya (100% / Indonesia)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2012||No|2011|||0|||0/100
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|August|PT Medco Sarulla Geothermal Plant|Sarulla Geothermal Project|Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Northern Sumatra|30|2036|No|N/A|Yes|3|No||Federal|Debt Guarantee|2012|100|Not Available|1570|1570|1570.0|Not Available|8/1/11|MW|340|2012|Geothermal|||Not Available|Competitive bidding|Not Available|Not Applicable|PT Medco Energi International Tbk (28% / Indonesia), Kyushu Electric Power Corp. (25% / Japan), Itochu Corporation (25% / Japan)||PPA/WPA payments|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2016||No|2012|410||85.3||600|75/25
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|December|Tata Sorik Marapi Geothermal Plant|Sorik Marapi Geothermal|Greenfield project|Build, operate, and transfer|Under development|Energy|N/A|Electricity|Electricity generation|Northern Sumatra|35||No|N/A|No||No||Federal||2012|95|Not Available|850|850|850.0|Not Available||MW|240|2012|Geothermal|||Lowest tariff|Competitive bidding|2|Not Applicable|Tata Enterprises (48% / India), Origin Energy (48% / Australia)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ awarded by government|2017|Sumatra, Indonesia|No|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|November|SGI-Mitabu Solar Plant Phase I||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Indonesia|||No|N/A|No||No||Federal||2012|100|Not Available|104|104|104.0|Not Available||MW|50|2012|Solar, PV|||Not Applicable||Not Applicable|Not Applicable|Solar Guys International (SGI) (.. / Australia), Mitabu Australia (.. / Australia)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2014|Indonesia|No|2012|104|||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|April|UPC Samas Beach Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Bantul, Yogyakarta Province, Java|30||No|N/A|No||No||Federal||2012|100|Not Available|100|100|100.0|Not Available||MW|50|2012|Wind, Onshore|||Not Applicable||Not Applicable|Not Applicable|UPC Group (.. / United States), PT Binatek Reka Energi (.. / Indonesia)||PPA/WPA payments|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2013|Java, Indonesia|No|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|April|UPC Samas Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Samas Beach, Yogyakarta Province, Java|||No|N/A|No||No||Federal||2012|100|Not Available|100|100|100.0|Not Available||MW|50|2012|Wind, Onshore|||Not Available|Direct negotiation|Not Applicable|Not Applicable|UPC Group (100% / United States)|||Not Applicable|Not Applicable|Advanced development/ awarded by government||Java Island|No|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|January|KOMIPO Wampu SHPP||Greenfield project|Build, operate, and transfer|Construction|Energy|N/A|Electricity|Electricity generation|Northern Sumatra|30|2045|No|N/A|No||No||Federal|Payment Guarantee|2012|100|Not Available|174|174|174.0|Not Available||MW|45|2012|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Korea Midland Power Corporation (KOMICO) (.. / Korea, Rep.), Daewoo E&C (.. / Korea, Rep.)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2015|Sumatra, Indonesia|Yes|2012|58||||72|75/25
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|December|PT Binsar Hasang HPP||Greenfield project|Build, operate, and transfer|Under development|Energy|N/A|Electricity|Electricity generation|Aek Kualu River, Toba Samosir Regency, North Sumatera province|||No|N/A|No||No||Federal||2012|100|Not Available|126.9|126.9|126.9|Not Available||MW|41.7|2012|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Titan Corp. (100% / United States)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2016|Sumatra, Indonesia|Yes|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|June|Panax Daira Prima Geothermal Plant||Greenfield project|Build, operate, and transfer|Under development|Energy|N/A|Electricity|Electricity generation|Sibayak, Northern Sumatra|||No|N/A|No||Yes||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|30|2012|Geothermal|||Not Available|Direct negotiation|Not Applicable|Not Applicable|Panax Geothermal (51% / Australia), Bakrie Group (49% / Indonesia)||PPA/WPA payments|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2013|Sumatra|Yes|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|July|Aboitiz Tudaya 1-2 SHPPs||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|arangays Astorga and Rizal in Sta. Cruz, Davao del Sur|Not Applicable|Not Applicable|No|N/A|No||No||Federal||2012|100|Not Available|42.4|42.4|42.4|Not Available||MW|13.6|2012|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Aboitiz Equity Ventures (100% / Philippines)||PPA/WPA payments|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2014|Mindenao|Yes|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|July|Aboitiz Tamugan SHPP||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Davao City, Panigan River on Mindanao|Not Available|Not Available|No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|11.5|2012|Hydro, Small (<50MW)|||Not Available|Unsolicited proposals|Not Applicable|Not Applicable|Aboitiz Equity Ventures (100% / Philippines)||PPA/WPA payments|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2014|Mindenao|Yes|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|February|Viron Sukabumi Wind Farm|Sukabumi|Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Sukabumi, Indonesia|Not Available|Not Available|No|N/A|No||No||Federal||2012|100|Not Available|30|30|30.0|Not Available||MW|10|2012|Wind, Onshore|||Not Applicable||Not Applicable|Not Applicable|Viron Energy (100% / Indonesia)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2013||No|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|October|Supraco Gumanti I & II SHPP||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Gumanti River, Solok, West Sumatra|||No|N/A|Yes|2|No||Federal||2012|100|Not Available|25.6|25.6|25.6|Not Available||MW|8.6|2012|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|PT Supraco Indonesia (100% / Indonesia)||PPA/WPA payments|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2015|Sumatra, Indonesia|No|||||||
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|October|Bina Puri Desa Patteneteang SHPP||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Desa Patteneteang, Kecamatan Tompubulu, Kabupaten Bantaeng, Propinsi Sulawesi Selatan|||No|N/A|No||No||Federal|Payment Guarantee|2012|100|Not Available|10|10|10.0|Not Available||MW|4.2|2012|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Bina Puri Group (80% / Malaysia)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2014|Sulawesi, Indonesia|No|2012|7.7|||||77/23
East Asia and Pacific|Indonesia|Lower middle income|Non-IDA|2012|October|PLN/GE Sumba Biomass Plant||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Sumba Island, East Nusa Tenggara|||No|N/A|No||No||Federal||2012|100|Not Available|5|5|5.0|Not Available||MW|1|2012|Biomass|||Not Available|Direct negotiation|Not Applicable|Not Applicable|General Electric (.. / United States)||PPA/WPA payments|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2014|Sumba, Indonesia|No|||||||
East Asia and Pacific|Lao PDR|Lower middle income|IDA|1996|December|Houay Ho Hydro Power Project|Huey Hoe Hydro Power Power Plant|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Champasak, Attapu province, Laos|30|2026|No|N/A|No||No||..||1996|80|0|220|220|322.1|||MW|126|1996|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|SUEZ (80% / France)|||Not Applicable|Not Applicable|Financial Closure||||||||||
East Asia and Pacific|Lao PDR|Lower middle income|IDA|1996|October|Theun Hinboun Hydro Power Plant I|Nam Theun I Hydro Station; Nam Hinboun Power Plant|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Bolikhamxai province|30|2026|No|N/A|No||No||..||1996|40|0|315.5|315.5|461.9|||MW|210|1996|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|GMS Power (.. / Thailand), Vattenfall (.. / Sweden), SN Power (.. / Norway)|||Not Applicable|Not Applicable|Financial Closure||||||||||
East Asia and Pacific|Lao PDR|Lower middle income|IDA|1996|October|Theun Hinboun Hydro Power Plant I|Nam Theun I Hydro Station; Nam Hinboun Power Plant|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Bolikhamxai province|30|2026|No|N/A|No||No||..||2008|40|Not Available|665|665|709.4|Not Available||MW|500|2008|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|GMS Power (.. / Thailand), Vattenfall (.. / Sweden), SN Power (.. / Norway)|||Not Applicable|Not Applicable|Financial Closure||||||||||
East Asia and Pacific|Lao PDR|Lower middle income|IDA|2005|April|Nam Theun II Hydropower Project||Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Nam Theun River, Khammouane province|25|2034|No|N/A|No||No||Federal||2005|75|0|1250|1250|1470.0||7/1/10|MW|1075|2005|Hydro, Large (>50MW)|||Not Available|Direct negotiation|Not Applicable|Not Applicable|Italian-Thai Development Public Company (15% / Thailand), Electricite de France (35% / France)|IDA (Loan / $20 Million / 2005), MIGA (Guarantee / $91 Million / 2005), IDA (Guarantee / $42 Million / 2005), EIB (Loan / $55 Million / 2005), ADB (Loan / $70 Million / 2005), ADB (Guarantee / $50 Million / 2005), Other (Loan / $131 Million / 2005)|PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2010||No|||||||
